"ID","Description","DisGeNET_GeneRatio","DisGeNet_BgRatio","DisGeNet_pvalue","DisGeNet_p.adjust","DisGeNet_qvalue","ENTREZID","DisGeNEt_Count"
"C4285066","Double-Hit Lymphoma","1/95","24/21671",0.100122941660818,0.288744640999204,0.252954189993443,"930",1
"C1866195","Downturned corners of mouth","2/95","122/21671",0.10020159518744,0.288744640999204,0.252954189993443,"4692/2239",2
"C0585362","Squamous cell carcinoma of mouth","2/95","123/21671",0.101578245479074,0.29057655691261,0.254559036422482,"5328/5270",2
"C4317123","Myoclonic Seizures","2/95","123/21671",0.101578245479074,0.29057655691261,0.254559036422482,"6812/2166",2
"C0008924","Cleft upper lip","3/95","255/21671",0.101731787889997,0.29057655691261,0.254559036422482,"9215/10253/2239",3
"C2745900","Promyelocytic leukemia","3/95","255/21671",0.101731787889997,0.29057655691261,0.254559036422482,"613/3824/1511",3
"C1762616","Meningioma, benign, no ICD-O subtype","4/95","404/21671",0.101836352998247,0.29057655691261,0.254559036422482,"9215/613/5328/23705",4
"C0013146","Drug abuse","4/95","405/21671",0.102524458721745,0.29057655691261,0.254559036422482,"4129/2166/3855/2324",4
"C0278877","Adult Meningioma","4/95","405/21671",0.102524458721745,0.29057655691261,0.254559036422482,"9215/613/5328/23705",4
"C0018916","Hemangioma","3/95","256/21671",0.102626820200809,0.29057655691261,0.254559036422482,"3855/9456/2324",3
"C0043094","Weight Gain","2/95","124/21671",0.10296018954024,0.29057655691261,0.254559036422482,"9215/3778",2
"C0201976","Creatinine measurement, serum (procedure)","2/95","124/21671",0.10296018954024,0.29057655691261,0.254559036422482,"29842/6272",2
"C0338106","Adenocarcinoma of colon","4/95","406/21671",0.103214733094205,0.29057655691261,0.254559036422482,"2288/5328/7108/2166",4
"C0206139","Lichen Planus, Oral","3/95","257/21671",0.103525024626407,0.29057655691261,0.254559036422482,"729230/6382/2324",3
"C0002063","Alkalosis","1/95","25/21671",0.104072141113038,0.29057655691261,0.254559036422482,"112",1
"C0024586","Malignant Carcinoid Syndrome","1/95","25/21671",0.104072141113038,0.29057655691261,0.254559036422482,"5792",1
"C0034072","Cor pulmonale","1/95","25/21671",0.104072141113038,0.29057655691261,0.254559036422482,"51327",1
"C0040038","Thromboembolism","1/95","25/21671",0.104072141113038,0.29057655691261,0.254559036422482,"5328",1
"C0086209","Emotional Stress","1/95","25/21671",0.104072141113038,0.29057655691261,0.254559036422482,"3855",1
"C0410005","Nodular fasciitis","1/95","25/21671",0.104072141113038,0.29057655691261,0.254559036422482,"5792",1
"C0431406","Asymmetric crying face association","1/95","25/21671",0.104072141113038,0.29057655691261,0.254559036422482,"3778",1
"C1704417","Hyperlipoproteinemia Type IIb","1/95","25/21671",0.104072141113038,0.29057655691261,0.254559036422482,"1071",1
"C1708565","Invasive Cutaneous Melanoma","1/95","25/21671",0.104072141113038,0.29057655691261,0.254559036422482,"3662",1
"C1836653","Ascending aortic dissection","1/95","25/21671",0.104072141113038,0.29057655691261,0.254559036422482,"5270",1
"C1849508","EPILEPSY, PYRIDOXINE-DEPENDENT","1/95","25/21671",0.104072141113038,0.29057655691261,0.254559036422482,"6812",1
"C1868085","Craniofacial hyperostosis","1/95","25/21671",0.104072141113038,0.29057655691261,0.254559036422482,"10804",1
"C2828150","HPV positive oropharyngeal squamous cell carcinoma","1/95","25/21671",0.104072141113038,0.29057655691261,0.254559036422482,"23705",1
"C2987516","Cervix Intraepithelial Neoplasia Grade 3 AJCC v7","1/95","25/21671",0.104072141113038,0.29057655691261,0.254559036422482,"2324",1
"C3539920","ECTODERMAL DYSPLASIA 11B, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL RECESSIVE","1/95","25/21671",0.104072141113038,0.29057655691261,0.254559036422482,"10804",1
"C3887494","ECTODERMAL DYSPLASIA 10B, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL RECESSIVE","1/95","25/21671",0.104072141113038,0.29057655691261,0.254559036422482,"10804",1
"C4049830","Focal seizures, afebril","1/95","25/21671",0.104072141113038,0.29057655691261,0.254559036422482,"6812",1
"C0279530","Malignant Bone Neoplasm","2/95","125/21671",0.104347355753237,0.291033042545162,0.254958939787013,"5328/11343",2
"C2936719","Mechanical Allodynia","4/95","408/21671",0.104601763618113,0.291430582059021,0.255307203517106,"414/2288/729230/11343",4
"C0027832","Neurofibromatosis 2","2/95","127/21671",0.107137070731071,0.293658375586611,0.257258857772208,"613/23705",2
"C1691215","Penile hypospadias","2/95","127/21671",0.107137070731071,0.293658375586611,0.257258857772208,"414/2288",2
"C0014170","Endometrial Neoplasms","3/95","261/21671",0.107149231815997,0.293658375586611,0.257258857772208,"3292/5328/6382",3
"C1861305","TARSAL-CARPAL COALITION SYNDROME","3/95","261/21671",0.107149231815997,0.293658375586611,0.257258857772208,"729230/5328/7108",3
"C0002888","Anemia, Megaloblastic","1/95","26/21671",0.10800419075705,0.293658375586611,0.257258857772208,"4129",1
"C0006023","Borna Disease","1/95","26/21671",0.10800419075705,0.293658375586611,0.257258857772208,"10804",1
"C0006114","Cerebral Edema","1/95","26/21671",0.10800419075705,0.293658375586611,0.257258857772208,"5328",1
"C0006430","Burning Mouth Syndrome","1/95","26/21671",0.10800419075705,0.293658375586611,0.257258857772208,"3855",1
"C0009451","Communicating Hydrocephalus","1/95","26/21671",0.10800419075705,0.293658375586611,0.257258857772208,"5328",1
"C0018915","Hemangioendothelioma","1/95","26/21671",0.10800419075705,0.293658375586611,0.257258857772208,"2324",1
"C0025209","Melanosis","1/95","26/21671",0.10800419075705,0.293658375586611,0.257258857772208,"3662",1
"C0034362","Q Fever","1/95","26/21671",0.10800419075705,0.293658375586611,0.257258857772208,"4047",1
"C0041960","Ureterocele","1/95","26/21671",0.10800419075705,0.293658375586611,0.257258857772208,"6812",1
"C0085404","POEMS Syndrome","1/95","26/21671",0.10800419075705,0.293658375586611,0.257258857772208,"6382",1
"C0151544","Gastrointestinal carcinoma","1/95","26/21671",0.10800419075705,0.293658375586611,0.257258857772208,"2324",1
"C0152227","Excessive tearing","1/95","26/21671",0.10800419075705,0.293658375586611,0.257258857772208,"414",1
"C0238506","Congenital posterior urethral valves","1/95","26/21671",0.10800419075705,0.293658375586611,0.257258857772208,"7108",1
"C0342200","Endemic Cretinism","1/95","26/21671",0.10800419075705,0.293658375586611,0.257258857772208,"1958",1
"C1277709","Transferrin saturation measurement","1/95","26/21671",0.10800419075705,0.293658375586611,0.257258857772208,"9215",1
"C1865343","OSSIFICATION OF THE POSTERIOR LONGITUDINAL LIGAMENT OF SPINE","1/95","26/21671",0.10800419075705,0.293658375586611,0.257258857772208,"4047",1
"C3839753","Abnormality of nail of toe","1/95","26/21671",0.10800419075705,0.293658375586611,0.257258857772208,"5333",1
"C3899665","Childhood Epithelioid Hemangioendothelioma","1/95","26/21671",0.10800419075705,0.293658375586611,0.257258857772208,"2324",1
"C3900104","Adult Epithelioid Hemangioendothelioma","1/95","26/21671",0.10800419075705,0.293658375586611,0.257258857772208,"2324",1
"C0036202","Sarcoidosis","4/95","413/21671",0.108106864563363,0.293658375586611,0.257258857772208,"3662/729230/1958/29851",4
"C0024636","Malocclusion","2/95","128/21671",0.108539478818533,0.294219919169905,0.257750796953371,"2239/1958",2
"C0855197","Malignant Testicular Germ Cell Tumor","2/95","128/21671",0.108539478818533,0.294219919169905,0.257750796953371,"79017/9121",2
"C0265660","Syndactyly of the toes","2/95","129/21671",0.109946827697021,0.295689069925201,0.259037843660101,"613/2239",2
"C0266483","Pachygyria","2/95","129/21671",0.109946827697021,0.295689069925201,0.259037843660101,"9215/6812",2
"C1837404","High, narrow palate","2/95","129/21671",0.109946827697021,0.295689069925201,0.259037843660101,"613/2239",2
"C1848673","Hypoplastic feet","2/95","129/21671",0.109946827697021,0.295689069925201,0.259037843660101,"4692/2239",2
"C0027066","Myoclonus","3/95","265/21671",0.110822861943463,0.295689069925201,0.259037843660101,"3748/6812/114034",3
"C0678230","Congenital Epicanthus","4/95","417/21671",0.110949131009709,0.295689069925201,0.259037843660101,"3778/2239/2324/114034",4
"C0476403","Electromyogram abnormal","2/95","130/21671",0.111359048288705,0.295689069925201,0.259037843660101,"9215/112",2
"C1837397","Severe global developmental delay","2/95","130/21671",0.111359048288705,0.295689069925201,0.259037843660101,"10804/6812",2
"C0014394","Enuresis","1/95","27/21671",0.11191916427879,0.295689069925201,0.259037843660101,"3855",1
"C0019322","Umbilical hernia","1/95","27/21671",0.11191916427879,0.295689069925201,0.259037843660101,"3778",1
"C0028047","Nicotine withdrawal","1/95","27/21671",0.11191916427879,0.295689069925201,0.259037843660101,"2166",1
"C0270726","Alexander Disease","1/95","27/21671",0.11191916427879,0.295689069925201,0.259037843660101,"839",1
"C0279543","Philadelphia chromosome positive chronic myelogenous leukemia","1/95","27/21671",0.11191916427879,0.295689069925201,0.259037843660101,"613",1
"C0410916","Neonatal Death","1/95","27/21671",0.11191916427879,0.295689069925201,0.259037843660101,"3778",1
"C0497406","Overweight","1/95","27/21671",0.11191916427879,0.295689069925201,0.259037843660101,"640",1
"C0523744","Lipids measurement","1/95","27/21671",0.11191916427879,0.295689069925201,0.259037843660101,"1071",1
"C0542518","Enlarged kidney","1/95","27/21671",0.11191916427879,0.295689069925201,0.259037843660101,"2239",1
"C0919659","Oropharyngeal candidiasis","1/95","27/21671",0.11191916427879,0.295689069925201,0.259037843660101,"613",1
"C1261175","Pontoneocerebellar hypoplasia","1/95","27/21671",0.11191916427879,0.295689069925201,0.259037843660101,"114034",1
"C1272321","Autoantibody measurement","1/95","27/21671",0.11191916427879,0.295689069925201,0.259037843660101,"60468",1
"C1855106","Neonatal onset","1/95","27/21671",0.11191916427879,0.295689069925201,0.259037843660101,"6812",1
"C1856963","Fragile nails","1/95","27/21671",0.11191916427879,0.295689069925201,0.259037843660101,"10804",1
"C3551426","Dystrophic fingernails","1/95","27/21671",0.11191916427879,0.295689069925201,0.259037843660101,"10804",1
"C3887896","Primary Adrenal Insufficiency","1/95","27/21671",0.11191916427879,0.295689069925201,0.259037843660101,"7108",1
"C4086158","Childhood Ganglioneuroblastoma","1/95","27/21671",0.11191916427879,0.295689069925201,0.259037843660101,"10810",1
"C0005779","Blood Coagulation Disorders","3/95","267/21671",0.112677875369954,0.296449715033616,0.259704205351199,"5328/6382/1511",3
"C0032019","Pituitary Neoplasms","2/95","131/21671",0.112776072014708,0.296449715033616,0.259704205351199,"3855/9700",2
"C0920646","Ischemia of kidney","2/95","131/21671",0.112776072014708,0.296449715033616,0.259704205351199,"6382/1958",2
"C4552091","Polyarthritis, Juvenile, Rheumatoid Factor Negative","2/95","131/21671",0.112776072014708,0.296449715033616,0.259704205351199,"10810/1958",2
"C4704862","Polyarthritis, Juvenile, Rheumatoid Factor Positive","2/95","131/21671",0.112776072014708,0.296449715033616,0.259704205351199,"10810/1958",2
"C0020615","Hypoglycemia","4/95","420/21671",0.113102839220988,0.297008967913986,0.26019413776645,"11067/3778/2864/2239",4
"C0086981","Sicca Syndrome","2/95","132/21671",0.114197830792137,0.298867175977908,0.261822017383616,"613/640",2
"C0428474","Serum LDL cholesterol measurement","3/95","269/21671",0.114544841283824,0.298867175977908,0.261822017383616,"1071/6272/255631",3
"C3840565","Autoimmune thyroid disease (AITD)","2/95","133/21671",0.11562425703113,0.298867175977908,0.261822017383616,"60468/640",2
"C0020479","Hyperlipoproteinemia Type III","1/95","28/21671",0.115817135050991,0.298867175977908,0.261822017383616,"1071",1
"C0027086","Myoma","1/95","28/21671",0.115817135050991,0.298867175977908,0.261822017383616,"5328",1
"C0032320","Pneumoperitoneum","1/95","28/21671",0.115817135050991,0.298867175977908,0.261822017383616,"5328",1
"C0079746","Immunoblastic Large-Cell Lymphoma","1/95","28/21671",0.115817135050991,0.298867175977908,0.261822017383616,"613",1
"C0221060","Mobius Syndrome","1/95","28/21671",0.115817135050991,0.298867175977908,0.261822017383616,"3198",1
"C0279627","Adult Acute Myelomonocytic Leukemia","1/95","28/21671",0.115817135050991,0.298867175977908,0.261822017383616,"613",1
"C0279644","Childhood Acute Myelomonocytic Leukemia","1/95","28/21671",0.115817135050991,0.298867175977908,0.261822017383616,"613",1
"C0522254","Analgesic Overuse Headache","1/95","28/21671",0.115817135050991,0.298867175977908,0.261822017383616,"3855",1
"C0871215","Reading Disabilities","1/95","28/21671",0.115817135050991,0.298867175977908,0.261822017383616,"10810",1
"C1321547","T-cell/histiocyte rich large B-cell lymphoma","1/95","28/21671",0.115817135050991,0.298867175977908,0.261822017383616,"6382",1
"C1843697","Axial muscle weakness","1/95","28/21671",0.115817135050991,0.298867175977908,0.261822017383616,"9215",1
"C1847906","Onion bulb formation","1/95","28/21671",0.115817135050991,0.298867175977908,0.261822017383616,"59345",1
"C3203358","Hypoventilation","1/95","28/21671",0.115817135050991,0.298867175977908,0.261822017383616,"4692",1
"C0029401","Osteitis Deformans","2/95","134/21671",0.117055283631917,0.298867175977908,0.261822017383616,"2288/3855",2
"C1266043","Sarcomatoid Renal Cell Carcinoma","2/95","134/21671",0.117055283631917,0.298867175977908,0.261822017383616,"3778/3855",2
"C0014060","Encephalitis, St. Louis","3/95","272/21671",0.117367404866263,0.298867175977908,0.261822017383616,"115650/640/29851",3
"C1836542","Depressed nasal bridge","4/95","426/21671",0.117466088667511,0.298867175977908,0.261822017383616,"6812/3778/2239/114034",4
"C4552766","Miscarriage","4/95","426/21671",0.117466088667511,0.298867175977908,0.261822017383616,"3292/3824/51327/2166",4
"C0030354","Papilloma","3/95","273/21671",0.118314088751604,0.298867175977908,0.261822017383616,"930/6382/7108",3
"C0008373","Cholesteatoma","2/95","135/21671",0.118490843981899,0.298867175977908,0.261822017383616,"10804/11343",2
"C0201657","C-reactive protein measurement","2/95","135/21671",0.118490843981899,0.298867175977908,0.261822017383616,"126695/1071",2
"C4284013","Primary cholangiocarcinoma of intrahepatic biliary tract","3/95","274/21671",0.119263658958889,0.298867175977908,0.261822017383616,"6382/9456/2324",3
"C0022104","Irritable Bowel Syndrome","4/95","429/21671",0.119675272388056,0.298867175977908,0.261822017383616,"23205/2166/23705/1958",4
"C0001818","Agoraphobia","1/95","29/21671",0.11969817613449,0.298867175977908,0.261822017383616,"3855",1
"C0158945","Congenital cytomegalovirus infection","1/95","29/21671",0.11969817613449,0.298867175977908,0.261822017383616,"10804",1
"C0162823","Dermatitis, Irritant","1/95","29/21671",0.11969817613449,0.298867175977908,0.261822017383616,"5333",1
"C0264694","Chronic myocardial ischemia","1/95","29/21671",0.11969817613449,0.298867175977908,0.261822017383616,"7108",1
"C0275544","Congenital infectious disease","1/95","29/21671",0.11969817613449,0.298867175977908,0.261822017383616,"8038",1
"C0302314","Xanthoma","1/95","29/21671",0.11969817613449,0.298867175977908,0.261822017383616,"1071",1
"C0334538","Epithelioid hemangioendothelioma, malignant","1/95","29/21671",0.11969817613449,0.298867175977908,0.261822017383616,"2324",1
"C0483368","Human anaplasmosis due to Anaplasma phagocytophilum","1/95","29/21671",0.11969817613449,0.298867175977908,0.261822017383616,"25794",1
"C0522274","Humoral immune defect","1/95","29/21671",0.11969817613449,0.298867175977908,0.261822017383616,"930",1
"C0744869","Metastatic hepatocellular carcinoma","1/95","29/21671",0.11969817613449,0.298867175977908,0.261822017383616,"6382",1
"C0855112","Diffuse large B-cell lymphoma refractory","1/95","29/21671",0.11969817613449,0.298867175977908,0.261822017383616,"930",1
"C0860564","Retinoic acid syndrome","1/95","29/21671",0.11969817613449,0.298867175977908,0.261822017383616,"613",1
"C0948245","Cytokine Release Syndrome","1/95","29/21671",0.11969817613449,0.298867175977908,0.261822017383616,"930",1
"C1706004","Anhydrotic Ectodermal Dysplasias","1/95","29/21671",0.11969817613449,0.298867175977908,0.261822017383616,"10804",1
"C1849699","Progesterone Resistance","1/95","29/21671",0.11969817613449,0.298867175977908,0.261822017383616,"2288",1
"C2677328","Cerebral hypomyelination","1/95","29/21671",0.11969817613449,0.298867175977908,0.261822017383616,"6812",1
"C3161174","Hemoglobin H Disease","1/95","29/21671",0.11969817613449,0.298867175977908,0.261822017383616,"51327",1
"C3472608","Micropapillary carcinoma","1/95","29/21671",0.11969817613449,0.298867175977908,0.261822017383616,"3855",1
"C0039730","Thalassemia","2/95","136/21671",0.119930871952741,0.298867175977908,0.261822017383616,"51327/23705",2
